batter,player_name,mean_launch_angle,mean_estimated_woba,pitch_count,launch_angle_rank
670764,"Walls, Taylor",21.073619631901842,0.2803116883116883,154,56.0
670770,"Friedl, TJ",17.772727272727273,0.2954112903225806,248,187.0
671056,"Herrera, Iván",12.621451104100947,0.43,177,350.0
671213,"Casas, Triston",18.1635687732342,0.4502015503875969,129,175.0
671218,"Ramos, Heliot",17.208955223880597,0.4363695014662756,341,220.0
671277,"García Jr., Luis",12.202216066481995,0.3811747572815534,412,360.0
671289,"Freeman, Tyler",17.274,0.2897883211678832,274,215.0
671732,"Butler, Lawrence",15.922680412371134,0.43365562913907285,302,265.0
671739,"Harris II, Michael",15.093129770992366,0.41821590909090905,352,292.0
672275,"Bailey, Patrick",16.740802675585286,0.37710299003322256,301,235.0
672279,"Siani, Michael",11.857493857493857,0.2968390243902439,205,368.0
672284,"Kelenic, Jarred",18.659133709981166,0.41312857142857146,280,150.0
672356,"Arias, Gabriel",8.532338308457712,0.39004950495049506,101,393.0
672386,"Kirk, Alejandro",20.17870036101083,0.3382680412371134,291,91.0
672515,"Moreno, Gabriel",15.828451882845188,0.33952610441767067,249,270.0
672580,"Garcia, Maikel",14.94917257683215,0.3332729124236253,491,296.0
672640,"Lopez, Otto",11.716753022452504,0.35796969696969694,330,371.0
672695,"Perdomo, Geraldo",16.236893203883493,0.2750326086956522,276,251.0
672761,"Pérez, Wenceel",21.115823817292007,0.33819805194805197,308,54.0
672820,"Sosa, Lenyn",20.906422018348625,0.3919379562043796,274,61.0
673237,"Diaz, Yainer",14.176339285714286,0.396801652892562,484,316.0
673357,"Robert Jr., Luis",16.122529644268774,0.39752,250,255.0
673490,"Kim, Ha-Seong",17.949389179755673,0.325258785942492,313,181.0
673548,"Suzuki, Seiya",22.4651493598862,0.44508857142857144,350,31.0
673962,"Jung, Josh",17.331838565022423,0.37696875,128,209.0
676059,"Westburg, Jordan",17.545126353790614,0.431391304347826,322,198.0
676356,"DeLuca, Jonny",17.715127701375245,0.3168941176470588,255,188.0
676369,"Velázquez, Nelson",19.91235059760956,0.3815862068965517,145,102.0
676391,"Clement, Ernie",20.27529761904762,0.30029187817258884,394,85.0
676475,"Burleson, Alec",15.080316742081449,0.3533148936170213,470,293.0
676609,"Caballero, José",19.1525974025974,0.3372203947368421,304,127.0
676694,"Meyers, Jake",16.742998352553542,0.3562383720930233,344,234.0
676801,"McCormick, Chas",20.206686930091184,0.3634795321637427,171,88.0
676914,"Schneider, Davis",20.37174721189591,0.38327519379844965,258,78.0
677587,"Rocchio, Brayan",14.508305647840531,0.29561682242990656,321,309.0
677588,"Tena, José",12.452282157676349,0.3840932203389831,118,354.0
677594,"Rodríguez, Julio",15.87816646562123,0.44086519607843133,408,267.0
677649,"Duran, Ezequiel",17.53045685279188,0.2955560975609756,205,200.0
677800,"Abreu, Wilyer",22.878521126760564,0.40993115942028985,276,21.0
677870,"Jiménez, Leo",16.866412213740457,0.374349593495935,123,229.0
677942,"Alexander, Blaze",14.632286995515695,0.299421052631579,114,306.0
677951,"Witt Jr., Bobby",22.826810176125246,0.46427109515260323,557,22.0
678009,"Meadows, Parker",20.93103448275862,0.3612641509433962,212,59.0
678246,"Vargas, Miguel",24.452095808383234,0.27779605263157897,152,10.0
678662,"Tovar, Ezequiel",22.67924528301887,0.3922945054945055,455,24.0
678877,"Noel, Jhonkensy",20.357933579335793,0.4276,130,80.0
678882,"Rafaela, Ceddanne",16.715894868585732,0.3604475703324808,391,236.0
679032,"Rojas, Johan",10.81449893390192,0.2905129151291513,271,383.0
679529,"Torkelson, Spencer",22.50772200772201,0.34935802469135807,243,29.0
679845,"Loftin, Nick",10.751173708920188,0.2737222222222222,126,385.0
680474,"Schuemann, Max",19.76078431372549,0.3473309608540925,281,107.0
680700,"Palacios, Richie",20.204326923076923,0.347819587628866,194,89.0
680718,"Barger, Addison",15.7,0.3709795918367347,147,275.0
680757,"Kwan, Steven",20.646115906288532,0.32466448801742914,459,68.0
680776,"Duran, Jarren",15.950668036998973,0.41538779527559055,508,263.0
680777,"Jeffers, Ryan",21.2944,0.34030312500000004,320,52.0
680869,"Gelof, Zack",12.832520325203252,0.3831,310,346.0
680977,"Donovan, Brendan",17.380410022779042,0.3511940594059406,505,206.0
681082,"Stott, Bryson",19.598247809762203,0.32687764705882355,425,113.0
681146,"Bride, Jonah",16.40988372093023,0.3178722222222222,180,247.0
681297,"Cowser, Colton",17.994082840236686,0.43696407185628744,334,178.0
